School_Name_ZhT;School_Name;City;State;lat;lng;Univ_Py;Country;Country_ZhT;Notes
;Louisiana Tech University;Ruston;Louisiana;32.5328;-92.6363;;United States;美國;
路易維爾大學研究院;Louisville University;Louisville;Kentucky;-85.757262070999;38.2632704185104;;United States;美國;
;Lourdes University;Sylvania;Ohio;41.71;-83.7092;;United States;美國;
羅威爾紡織學院;Lowell Textile Institute of Massachusetts;Lowell;Massachusetts;42.6389;-71.3217;;United States;美國;
麻省羅威爾紡織學院;Lowell Textile Institute of Massachusetts;Lowell;Massachusetts;42.6389;-71.3217;;United States;美國;
;Loyola Marymount University;Los Angeles;California;34.1141;-118.4068;;United States;美國;
芝加哥洛約拉大學;Loyola University Chicago;Chicago;Illinois;41.8375;-87.6866;;United States;美國;
;Loyola University Maryland;Baltimore;Maryland;39.3051;-76.6144;;United States;美國;
;Loyola University New Orleans;New Orleans;Louisiana;30.0687;-89.9288;;United States;美國;
;Lubbock Christian University;Lubbock;Texas;33.5657;-101.8879;;United States;美國;
;Luther College;Decorah;Iowa;43.3012;-91.7839;;United States;美國;
;Lycoming College;Williamsport;Pennsylvania;41.2399;-77.037;;United States;美國;
馬薩諸塞州赫門工讀學校;Lyman School for Boys in Massachusetts;Westborough;Massachusetts;42.26954;-71.61618;;United States;美國;existed only from 1886 until 1971 NOT 100% sure of the translation from 赫門 to Lyman -  but they are very close
;Lynn University;Boca Raton;Florida;26.3752;-80.108;;United States;美國;
;Lyon College;Batesville;Arkansas;35.7687;-91.6227;;United States;美國;
瑪卡萊斯特學院;Macalester College;Saint Paul;Minnesota;44.94441;-93.09327;;United States;美國;
;MacMurray College;Jacksonville;Illinois;39.7292;-90.2317;;United States;美國;
;Madonna University;Livonia;Michigan;42.3972;-83.3733;;United States;美國;
;Magdalen College of the Liberal Arts;Warner;Oklahoma;35.4905;-95.3087;;United States;美國;
;Maharishi International University;Fairfield;Iowa;41.0064;-91.9667;;United States;美國;
;Maine College of Art;Portland;Oregon;45.5371;-122.65;;United States;美國;
;Maine Maritime Academy;Castine;Maine;44.38785;-68.79975;;United States;美國;
;Malone University;Canton;Ohio;40.8078;-81.3676;;United States;美國;
;Manchester University;North Manchester;Indiana;41.0044;-85.7751;;United States;美國;
;Manhattan Christian College;Manhattan;Kansas;39.1886;-96.6048;;United States;美國;
曼哈頓大學;Manhattan College;Riverdale;New York;43.21035;-75.4324;;United States;美國;
;Manhattan School of Music;New York City;New York;40.6943;-73.9249;;United States;美國;
晨邊音樂學院;Manhattan School of Music;New York City;New York;40.6943;-73.9249;;United States;美國;
;Manhattanville College;Purchase;New York;41.04093;-73.71457;;United States;美國;
;Mansfield University of Pennsylvania;Mansfield;Pennsylvania;41.8062;-77.0787;;United States;美國;
;Maranatha Baptist University;Watertown;Wisconsin;43.1893;-88.7285;;United States;美國;
;Maria College;Albany;New York;42.6664;-73.7987;;United States;美國;
;Marian University;Fond du Lac;Wisconsin;43.7718;-88.4397;;United States;美國;
;Marian University Wisconsin;Fond du Lac;Wisconsin;43.7718;-88.4397;;United States;美國;
;Marietta College;Marietta;Georgia;33.9533;-84.5422;;United States;美國;
;Marist College;Poughkeepsie;New York;41.695;-73.9211;;United States;美國;
馬奎特大學;Marquette University;Milwaukee;Wisconsin;43.0642;-87.9675;;United States;美國;
;Mars Hill University;Mars Hill;North Carolina;35.8283;-82.549;;United States;美國;
;Marshall B. Ketchum University;Fullerton;California;33.8841;-117.9279;;United States;美國;
;Marshall University;Huntington;West Virginia;38.4109;-82.4345;;United States;美國;
;Martin Luther College;New Ulm;Minnesota;44.312;-94.4685;;United States;美國;
;Martin University;Indianapolis;Indiana;39.7771;-86.1458;;United States;美國;
鮑而溫學院;Mary Baldwin University;Staunton;Virginia;38.1593;-79.0611;;United States;美國;
瑪麗曼斯學院;Mary Manse College;Toledo;Ohio;41.6638;-83.5827;;United States;美國;existed only from 1922 until 1975
;Maryland Institute College of Art;Baltimore;Maryland;39.3051;-76.6144;;United States;美國;
;Maryland University of Integrative Health;Laurel;Maryland;39.0949;-76.8622;;United States;美國;
;Marymount California University;Rancho Palos Verdes;California;33.7554;-118.3634;;United States;美國;
;Marymount Manhattan College;New York City;New York;40.6943;-73.9249;;United States;美國;
;Marymount University;Arlington;Virginia;38.8786;-77.1011;;United States;美國;
;Maryville College;Maryville;Tennessee;35.7468;-83.9789;;United States;美國;
;Maryville University;St. Louis;Missouri;38.6359;-90.2451;;United States;美國;
;Marywood University;Scranton;Pennsylvania;41.4044;-75.6649;;United States;美國;
麻省農業專門學校;Massachusetts Agricultural College;Amherst;Massachusetts;42.36723;-72.51852;;United States;美國;Massachusetts Agricultural College (1863–1931) -  Massachusetts State College (1931–1947) -  University of Massachusetts Amherst (1947 - present)
;Massachusetts College of Art and Design;Boston;Massachusetts;42.3188;-71.0852;;United States;美國;
;Massachusetts College of Liberal Arts;North Adams;Massachusetts;42.6844;-73.1166;;United States;美國;
麻省眼科研究所;Massachusetts Institute of Eye Research;Cambridge;Massachusetts;42.3759;-71.1185;;United States;美國;
麻省理工學院;Massachusetts Institute of Technology;Cambridge;Massachusetts;42.3759;-71.1185;;United States;美國;
;Massachusetts Maritime Academy;Buzzards Bay;Massachusetts;41.755;-70.6128;;United States;美國;
;Massachusetts School of Law;Andover;Massachusetts;42.65843;-71.137;;United States;美國;
馬薩諸塞州立大學;Massachusetts State University;Bridgewater;Massachusetts;41.99038;-70.97504;;United States;美國;
;Mayo Clinic College of Medicine and Science;Rochester;Minnesota;44.0154;-92.478;;United States;美國;
;Mayville State University;Mayville;North Dakota;47.4982;-97.3264;;United States;美國;
;McDaniel College;Westminster;Maryland;39.5796;-77.0067;;United States;美國;
;McKendree University;Lebanon;Illinois;38.6005;-89.8114;;United States;美國;
;McMurry University;Abilene;Texas;32.4543;-99.7384;;United States;美國;
;McNeese State University;Lake Charles;Louisiana;30.201;-93.2111;;United States;美國;
;McPherson College;McPherson;Kansas;38.3714;-97.6605;;United States;美國;
;MCPHS University;Boston;Massachusetts;42.3188;-71.0852;;United States;美國;
;Medaille College;Buffalo;New York;42.9018;-78.8487;;United States;美國;
;Medgar Evers College;Brooklyn;New York;40.6501;-73.9496;;United States;美國;
;Medical College of Wisconsin;Milwaukee;Wisconsin;43.0642;-87.9675;;United States;美國;
;Medical University of South Carolina;Charleston;South Carolina;32.8168;-79.9687;;United States;美國;
;Meharry Medical College;Nashville;Tennessee;36.1715;-86.7842;;United States;美國;
;Menlo College;Atherton;California;37.454;-122.2031;;United States;美國;
摩斯大學;Mercer University;Macon;Georgia;32.8065;-83.6974;;United States;美國;
;Mercy College;Dobbs Ferry;New York;41.0127;-73.8697;;United States;美國;
;Mercy College of Health Sciences;Des Moines;Iowa;41.5725;-93.6105;;United States;美國;
;Mercy College of Ohio;Toledo;Ohio;41.6638;-83.5827;;United States;美國;
;Mercyhurst University;Erie;Pennsylvania;42.1167;-80.0733;;United States;美國;
;Meredith College;Raleigh;North Carolina;35.8324;-78.6429;;United States;美國;
;Merrimack College;North Andover;Massachusetts;42.6987;-71.13506;;United States;美國;
;Messiah University;Mechanicsburg;Pennsylvania;40.2115;-77.006;;United States;美國;
;Methodist College;Peoria;Illinois;40.752;-89.6154;;United States;美國;
;Methodist University;Fayetteville;Arkansas;36.0714;-94.1661;;United States;美國;
;Metropolitan College of New York;New York City;New York;40.6943;-73.9249;;United States;美國;
;Metropolitan State University;Saint Paul;Minnesota;44.94441;-93.09327;;United States;美國;
;Metropolitan State University of Denver;Denver;Colorado;39.762;-104.8758;;United States;美國;
;MGH Institute of Health Professions;Boston;Massachusetts;42.3188;-71.0852;;United States;美國;
;Miami Dade College;Miami;Florida;25.784;-80.2101;;United States;美國;
邁阿密海軍訓練團;Miami Naval Training Corps;Miami;Florida;25.784;-80.2101;;United States;美國;
;Miami University;Oxford;Ohio;39.5061;-84.7446;;United States;美國;
俄亥俄州邁阿密大學;Miami University of Ohio;Oxford;Florida;28.92748;-82.03731;;United States;美國;
密歇根航空學院;Michigan Institute of Aeronautics;Belleville;Michigan;42.20474761095053;-83.48534611205486;;United States;美國;
密執安礦業學院;Michigan Mining School;Houghton;Michigan;47.1118;-88.5675;;United States;美國;Michigan Mining School (1885–1897) -  Michigan College of Mines (1897–1927) -  Michigan College of Mining and Technology (1927–1964) -  Michigan Technological University (1964 - present)
;Michigan School of Psychology;Farmington Hills;Michigan;42.486;-83.3771;;United States;美國;
密執安州立學院;Michigan State College;East Lansing;Michigan;42.748;-84.4836;;United States;美國;
密執安州大學;Michigan State University;East Lansing;Michigan;42.748;-84.4836;;United States;美國;
密執安州立大學;Michigan State University;East Lansing;Michigan;42.748;-84.4836;;United States;美國;
;Michigan State Western University;Kalamazoo;Michigan;42.2749;-85.5882;;United States;美國;
;Michigan Technological University;Houghton;Michigan;47.1118;-88.5675;;United States;美國;
;Michigan University;Ann Arbor;Michigan;42.2759;-83.731;;United States;美國;
;Mid-America Christian University;Oklahoma City;Oklahoma;35.4676;-97.5136;;United States;美國;
;Mid-Atlantic Christian University;Elizabeth City;North Carolina;36.2942;-76.236;;United States;美國;
;MidAmerica Nazarene University;Olathe;Kansas;38.8833;-94.82;;United States;美國;
;Middle Georgia State University;Macon;Georgia;32.8065;-83.6974;;United States;美國;
;Middle Tennessee School of Anesthesia;Madison;Tennessee;36.25616;-86.71389;;United States;美國;
;Middle Tennessee State University;Murfreesboro;Tennessee;35.849;-86.4121;;United States;美國;
;Middlebury College;Middlebury;Vermont;-73.1611181357085;44.0801679348877;;United States;美國;
米德賽克斯大學;Middlesex University;Cambridge;Massachusetts;42.3759;-71.1185;;United States;美國;Middlesex University (1914 - 1947) -  then closed
;Midland College;Midland;Texas;32.0243;-102.1147;;United States;美國;
;Midland University;Fremont;Nebraska;41.4395;-96.4873;;United States;美國;
;Midway University;Midway;Kentucky;38.1562;-84.676;;United States;美國;
;Midwestern State University;Wichita Falls;Texas;33.9072;-98.5291;;United States;美國;
;Midwestern University;Downers Grove;Illinois;41.7949;-88.0172;;United States;美國;
;Miles College;Fairfield;Connecticut;41.14121;-73.26373;;United States;美國;
;Millersville University of Pennsylvania;Millersville;Pennsylvania;40.0047;-76.3522;;United States;美國;
;Milligan University;Elizabethton;Tennessee;36.3367;-82.237;;United States;美國;
;Millikin University;Decatur;Illinois;39.8557;-88.9342;;United States;美國;
米爾斯學院;Mills College;Oakland;California;37.7904;-122.2166;;United States;美國;
米爾薩普斯學院;Millsaps College;Jackson;Mississippi;32.3157;-90.2125;;United States;美國;
米爾頓學院;Milton College;Milton;Wisconsin;42.775;-88.9429;;United States;美國;Milton College (1844 - 1982) -  then closed
;Milwaukee Institute of Art and Design;Milwaukee;Wisconsin;43.0642;-87.9675;;United States;美國;
密爾沃基工程學院;Milwaukee School of Engineering;Milwaukee;Wisconsin;43.0642;-87.9675;;United States;美國;Missouri School of Mines and Metallurgy (1870–1964) -  University of Missouri at Rolla (1964–1968) -  University of Missouri–Rolla (1968–2008) -  Missouri University of Science and Technology (2008 - present)
;Minneapolis College of Art and Design;Minneapolis;Minnesota;44.9635;-93.2678;;United States;美國;
;Minnesota Oakwood University;Huntsville;Alabama;34.6981;-86.6412;;United States;美國;
明尼蘇達州立大學;Minnesota State University;Mankato;Minnesota;44.1715;-93.9772;;United States;美國;
;Minnesota State University Moorhead;Moorhead;Minnesota;46.8673;-96.7461;;United States;美國;
;Minot State University;Minot;North Dakota;48.2375;-101.278;;United States;美國;
;Misericordia University;Dallas;Texas;32.7935;-96.7667;;United States;美國;
;Mississippi College;Clinton;New York;43.0489;-75.3784;;United States;美國;
;Mississippi State University;Starkville;Mississipi;-88.8053431564688;33.7309322450967;;United States;美國;
;Mississippi University for Women;Columbus;Ohio;39.9862;-82.9855;;United States;美國;
;Mississippi Valley State University;Itta Bena;Mississippi;33.5003;-90.3256;;United States;美國;
;Missouri Baptist University;Saint Louis;Missouri;-90.2063849943261;38.6246455755308;;United States;美國;
密蘇裏礦冶學院;Missouri Institute of Mining and Metallurgy;Rolla;Missouri;37.9459;-91.7607;;United States;美國;
密蘇裏新聞學院;Missouri School of Journalism;Columbia;Missouri;38.9472;-92.3268;;United States;美國;
密蘇裏礦業和冶金學院;Missouri School of Mines and Metallurgy;Rolla;Missouri;37.9459;-91.7607;;United States;美國;
;Missouri Southern State University;Joplin;Missouri;37.0757;-94.5018;;United States;美國;
密蘇裏州立腫瘤醫院;Missouri State Cancer Hospital;Columbia;Missouri;38.9472;-92.3268;;United States;美國;
;Missouri State College;Springfield;Missouri;37.1943;-93.2916;;United States;美國;
密蘇裏州立大學;Missouri State University;Springfield;Missouri;37.1943;-93.2916;;United States;美國;
密蘇裏州立學院;Missouri State University;Springfield;Missouri;37.1943;-93.2916;;United States;美國;
;Missouri University of Science and Technology;Rolla;Missouri;37.9459;-91.7607;;United States;美國;
